SMILES,CID,f_avg_IC50,series
CSc1ccc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2cccnc2)cc1,RED-RED-10c9212c-46,99.5,
O=CNc1ccc(C(=O)NC(c2ccccc2)C2CCOCC2)cc1,RED-RED-10c9212c-47,99.5,
Cc1cc(C)c(S(=O)(=O)N2CCCC2C(=O)Nc2ccc3[nH]c(=O)sc3c2)c(C)c1,RED-RED-10c9212c-48,99.5,
CCC(c1ccncc1)N(C)C(=O)Cc1c[nH]c2ncccc12,RED-RED-10c9212c-49,99.5,
CC(C)N1CCCC(N2CCN(c3ccc4nccnc4n3)CC2)C1=O,RED-RED-10c9212c-50,99.5,
CC(NCc1c[nH]c2nccnc12)c1cc(F)ccc1N1CCC(O)CC1,RED-RED-10c9212c-52,99.5,
O=c1c2ccccc2c(-c2ccc(Br)cc2)nn1CC(O)CN1CCOCC1,RED-RED-10c9212c-53,99.5,
O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)c1cnccn1,RED-RED-10c9212c-54,99.5,
O=C(NCC(=O)N1CCCC1c1nc2ccccc2[nH]1)C1CCCC1,RED-RED-10c9212c-55,99.5,
Cc1[nH]c2ccccc2c1/C=N/c1sc2c(c1C#N)CCC(C)C2,RED-RED-10c9212c-56,99.5,
Clc1cccc2c1OCCC2Nc1ncccn1,RED-RED-10c9212c-57,99.5,
O=C1NCC(C(=O)Nc2cncc3cc(F)ccc23)c2cc(Cl)ccc21,ALP-POS-6f6ae286-1,1.14554040954517,3-aminopyridine-like
COC1(C(=O)Nc2cncc3cc(F)ccc23)CCOc2ccc(Cl)cc21,ALP-POS-6f6ae286-3,0.41130118145199,3-aminopyridine-like
CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(F)ccc23)C1,ALP-POS-6f6ae286-5,0.257247695495253,3-aminopyridine-like
O=C1CCN(S(=O)(=O)c2cccc(F)c2)CC1,BEN-DND-03ad4429-1,99.5,
O=C1CCCN(S(=O)(=O)c2cccc(F)c2)CC1,BEN-DND-03ad4429-2,99.5,
O=C(/C=C/c1ccccc1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,BEN-DND-03ad4429-4,99.5,
O=C1CCN(S(=O)(=O)c2cccs2)CC1,BEN-DND-03ad4429-5,99.5,
O=C1CCCN(S(=O)(=O)c2cccs2)CC1,BEN-DND-03ad4429-6,99.5,
CN(C)C(=O)c1cc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2s1,MAT-POS-ee5e8e94-2,0.399179129532584,3-aminopyridine-like
Cc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,EDJ-MED-b24713dc-1,19.5889882786042,3-aminopyridine-like
Cc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,EDJ-MED-b24713dc-2,5.53975766212724,3-aminopyridine-like
Cc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,EDJ-MED-b24713dc-3,9.01127162566906,3-aminopyridine-like
O=C1NCC(C(=O)Nc2cnn3ccccc23)c2cc(Cl)ccc21,EDJ-MED-dd2a8363-1,7.09337416191137,3-aminopyridine-like
O=C(Nc1cnn2ccccc12)C1CCS(=O)(=O)c2ccc(Cl)cc21,EDJ-MED-dd2a8363-2,3.89054326511118,3-aminopyridine-like
O=C1NCC(C(=O)Nc2cnn3c2CCCC3)c2cc(Cl)ccc21,EDJ-MED-dd2a8363-3,30.5414790947229,3-aminopyridine-like
Cc1cccn2ncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c12,EDJ-MED-dd2a8363-4,2.39976817546761,3-aminopyridine-like
CC1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,ALP-POS-1cbc2fae-1,0.262511215514625,3-aminopyridine-like
CCC1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,ALP-POS-1cbc2fae-2,0.0876185523897105,3-aminopyridine-like
O=C1N(c2cncc3ccccc23)CC[C@@]1(O)c1cccc(Cl)c1,MAT-POS-8695a11f-1,90.6742471460022,3-aminopyridine-like
O=C(Nc1cncc2ccc(CN3CCNCC3)cc12)C1CCOc2ccc(Cl)cc21,MAT-POS-8695a11f-2,0.756085600868217,3-aminopyridine-like
O=C1N(c2cncc3ccccc23)CC[C@]1(O)c1cccc(Cl)c1,MAT-POS-8695a11f-3,0.737551461278642,3-aminopyridine-like
CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-d9f3798e-1,0.194977818835264,3-aminopyridine-like
CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CCS(=O)(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-d9f3798e-3,0.204251583382712,3-aminopyridine-like
COCCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,EDJ-MED-eb111c00-2,0.267278513092406,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C1CN(CC2CC2)C(=O)c2ccc(Cl)cc21,EDJ-MED-eb111c00-3,0.380802602674087,3-aminopyridine-like
CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,PET-UNK-d899bab6-1,0.729186658771126,3-aminopyridine-like
Cc1cc(N)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-1f3c8e6f-1,99.5,3-aminopyridine-like
Cc1ccc(NCc2nnc3n(C)c(=O)c4ccccc4n23)cc1C,WIL-UNI-d4749f31-1,99.5,
O=C(Nc1ccc2c(=O)cc[nH]c2c1)c1ccc2ccncc2c1,WIL-UNI-d4749f31-2,99.5,
Cc1cn2ccc(C(=O)Nc3nc(-c4cnn(C)c4)cs3)cc2n1,WIL-UNI-d4749f31-3,99.5,
O=C(Cc1c[nH]c2cc(Cl)ccc12)Nc1cccc2[nH]c(=O)[nH]c12,WIL-UNI-d4749f31-4,99.5,3-aminopyridine-like
Cc1nnc(CNc2ccc3nnc(-c4ccccc4)n3n2)o1,WIL-UNI-d4749f31-5,99.5,
CN(Cc1nnc2ccccn12)C(=O)c1ccnc2ccccc12,WIL-UNI-d4749f31-7,99.5,
Cc1cc(N2CCC(C)N(Cc3ccccc3)CC2)n2ncnc2n1,WIL-UNI-d4749f31-8,99.5,
O=C(Nc1nn2cnnc2s1)c1csc(-c2ccccc2)n1,WIL-UNI-d4749f31-9,99.5,
Cc1cn2c(CNC(=O)c3cnn4ccccc34)c(C)nc2s1,WIL-UNI-d4749f31-10,99.5,
N#CCc1cccc(NC(=O)c2cnn3cc(Br)cnc23)n1,WIL-UNI-d4749f31-11,99.5,
Cc1ccc(Br)nc1C(=O)NC(C)c1nnc2c(=O)[nH]ccn12,WIL-UNI-d4749f31-12,99.5,
O=C(NNc1cc(O)nc2ncccc12)c1ccc2[nH]ccc2c1,WIL-UNI-d4749f31-14,99.5,
Cc1cc(C(=O)Nc2cnc3nccn3c2)nn1-c1ccc(F)cc1,WIL-UNI-d4749f31-15,99.5,
Cn1ccn2c(CNC(=O)c3ccc4ncsc4c3)nnc2c1=O,WIL-UNI-d4749f31-16,99.5,
Cn1c(NC(=O)Cc2csc3nccn23)nc2ccc(F)cc21,WIL-UNI-d4749f31-17,99.5,3-aminopyridine-like
O=C(N/N=c1\cc[nH]c2ccccc12)c1ccc2ncccc2c1,WIL-UNI-d4749f31-18,99.5,
Cc1cc(O)c2cc(NC(=O)c3cnn4ccc(C)nc34)ccc2n1,WIL-UNI-d4749f31-19,99.5,
Cc1cccc2ncnc(NC(C)c3ccc4[nH]c(=O)[nH]c4c3)c12,WIL-UNI-d4749f31-20,99.5,
O=C(Nc1cnc2nccn2c1)c1cn2c(Br)cnc2s1,WIL-UNI-d4749f31-22,99.5,
Cc1ccc(C(=O)Nc2c(-c3cnn(C)c3)nc3ccccn23)cn1,WIL-UNI-d4749f31-24,99.5,
c1ccc2oc(C3CCCN(Cc4cnc5cnccn45)C3)nc2c1,WIL-UNI-d4749f31-25,99.5,
Cn1cnnc1-c1cccc(NS(=O)(=O)c2c(Cl)nc3sccn23)c1,WIL-UNI-d4749f31-26,99.5,
Cn1c(=O)oc2cc(S(=O)(=O)Nc3ccc4ncccc4c3)ccc21,WIL-UNI-d4749f31-27,99.5,
CC(NC(=O)c1c(Cl)nc2ccccn12)c1nnc2ccccn12,WIL-UNI-d4749f31-28,99.5,
CC(NC(=O)c1nccc2cccnc12)c1ccc2[nH]c(=O)oc2c1,WIL-UNI-d4749f31-29,99.5,
Cc1noc2ncc(CNc3ccc(-c4nnnn4C)cc3)cc12,WIL-UNI-d4749f31-30,99.5,
Cc1nc2sccn2c1CN(C)C(=O)c1cn2ccccc2n1,WIL-UNI-d4749f31-33,99.5,
CN(Cc1nc2ccccc2s1)C(=O)c1ccc2c(c1)nnn2C,WIL-UNI-d4749f31-34,99.5,
CC(Cc1nc2ccccc2s1)Nc1ccc2nnnn2n1,WIL-UNI-d4749f31-35,99.5,
Cc1csc2ncc(C(=O)Nc3cccc4ncccc34)c(=O)n12,WIL-UNI-d4749f31-36,99.5,
O=C(NNc1nc2ccccc2[nH]1)c1cc(O)nc2ccccc12,WIL-UNI-d4749f31-37,25.8184240773761,
O=C(Nc1cccc2cc[nH]c12)c1cccc2[nH]c(=O)oc12,WIL-UNI-d4749f31-38,99.5,
Cn1c(NC(=O)c2cccnc2-n2cccn2)nc2cc(F)ccc21,WIL-UNI-d4749f31-39,99.5,
Cc1nn2c(CNc3ccc(Cn4cncn4)cc3)c(C)nc2s1,WIL-UNI-d4749f31-40,99.5,
CC(CNC(=O)c1cnc2ccccn12)Nc1nc2ccccc2o1,WIL-UNI-d4749f31-41,99.5,
Cc1nc2cc(C(=O)NNc3nc4ccncc4s3)ccc2o1,WIL-UNI-d4749f31-42,99.5,
Cc1nn(C)c2nc(Cl)cc(NNC(=O)c3ccnc4[nH]nnc34)c12,WIL-UNI-d4749f31-43,99.5,
CC(NC(=O)c1ccc2oc(=S)[nH]c2c1)c1nnc2ccccn12,WIL-UNI-d4749f31-45,99.5,
CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,PET-UNK-af70882d-1,0.0976528126639663,3-aminopyridine-like
Cc1ccnc(NC(=O)C2CCOc3ccc(Cl)cc32)c1N,MAT-POS-500f4700-1,71.5685890453825,3-aminopyridine-like
O=C(Nc1cnc2ccccn12)C1CCNc2cc(Cl)c(Cl)cc21,MAT-POS-500f4700-2,1.9797214324808,3-aminopyridine-like
N#CC1CN(S(=O)(=O)NCc2ccc(Cl)cc2CC(=O)Nc2cncc3ccccc23)C1,ALP-POS-d054b76b-5,0.230588167237841,3-aminopyridine-like
N#CC1(CS(=O)(=O)NCc2ccc(Cl)cc2CC(=O)Nc2cncc3ccccc23)CC1,ALP-POS-6479a3a9-1,0.132576490046,3-aminopyridine-like
CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,ALP-POS-6479a3a9-2,0.375898534865766,3-aminopyridine-like
Cc1cc(NC(=O)C2CCOc3ccc(Cl)cc32)ncc1N,TAT-ENA-0e28ea53-1,99.5,3-aminopyridine-like
O=C(Cc1cccc(Cl)c1)Nc1cncn1-c1ccccc1,BEN-DND-1e24cf73-1,99.5,3-aminopyridine-like
COc1cc2c(NC(=O)Cc3cccc(Cl)c3)cncc2cc1F,PET-UNK-b38839dc-1,1.13690680360449,3-aminopyridine-like
COc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,EDJ-MED-6e43a462-1,99.5,3-aminopyridine-like
COc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,EDJ-MED-6e43a462-2,15.8689199755984,3-aminopyridine-like
COc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,EDJ-MED-6e43a462-3,99.5,3-aminopyridine-like
O=C(Cc1cccc(Cl)c1)Nc1cnc2n1CCCC2,EDJ-MED-6e43a462-11,93.7832906298989,3-aminopyridine-like
Cc1ccnc(N)c1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-b5c94171-1,69.5447932876528,3-aminopyridine-like
CCC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,RAL-THA-176e263b-1,1.17868897960395,3-aminopyridine-like
CC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,RAL-THA-176e263b-4,0.875553971215235,3-aminopyridine-like
CC1NC(=O)c2ccc(Cl)cc2C1C(=O)Nc1cncc2ccc(S(C)(=O)=O)cc12,MAT-POS-edabd372-1,1.98956997467447,3-aminopyridine-like
CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,MAT-POS-edabd372-2,6.62351524077128,3-aminopyridine-like
O=C(Nc1cnc2ccccn12)C1CCOc2ccc(Cl)cc21,MAT-POS-51833a24-1,3.25603972872287,3-aminopyridine-like
NC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,MAT-POS-a2421bb6-1,25.7997253204852,3-aminopyridine-like
CNC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,MAT-POS-a2421bb6-2,99.5,3-aminopyridine-like
Cn1ncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C(F)F,MAT-POS-a2421bb6-4,99.5,3-aminopyridine-like
O=C1Cc2ccccc2N(C(=O)Cc2cccc(Cl)c2)C1,ROB-CAM-6936528f-1,99.5,3-aminopyridine-like
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-827e7cb4-1,2.74188670619666,3-aminopyridine-like
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4c(F)cc(F)cc43)c2c1,EDJ-MED-827e7cb4-4,3.60167124492369,3-aminopyridine-like
CCC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,EDJ-MED-827e7cb4-6,1.45006607875126,3-aminopyridine-like
O=C1NCC(C(=O)Nc2cnc3ccccn23)c2cc(Cl)ccc21,EDJ-MED-827e7cb4-7,5.92754790151233,3-aminopyridine-like
O=C1CN(C(=O)Cc2cccc(Cl)c2)Cc2ccccc21,EDJ-MED-c292668a-1,99.5,
Cc1cc(O)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-8293a91a-1,99.5,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1,MAT-POS-8293a91a-2,2.37556311448805,Ugi
O=C(Nc1cncc2ccc(C(F)(F)F)cc12)C1CCOc2ccc(Cl)cc21,MAT-POS-8293a91a-3,99.5,3-aminopyridine-like
CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,MAT-POS-8293a91a-4,10.5791305809319,3-aminopyridine-like
CNC(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,MAT-POS-8293a91a-5,0.111707430320661,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C(NC(=O)[C@@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1,MAT-POS-8293a91a-6,4.48414378133439,Ugi
O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1,MAT-POS-8293a91a-7,19.3550865764734,Ugi
CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)c2cc(Cl)ccc2C1=O,EDJ-MED-ce467fd5-1,0.329601887712951,Ugi
O=C1NCC(C(=O)Nc2cncc3ccccc23)c2cc(F)cc(F)c21,ALP-POS-f1807566-1,1.73404437780719,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C12CCC(O1)c1cc(Cl)ccc12,MAT-POS-a3f7f96a-1,2.39410169325544,3-aminopyridine-like
COC(=O)c1cc(/C=c2\s/c(=C(/C#N)C(=O)NC(C)C)n(-c3ccc(OC)c(F)c3)c2=O)oc1C,MAT-POS-a3f7f96a-3,99.5,
CC(C(=O)NS(=O)(=O)c1cnn(-c2cccc(C(F)(F)F)c2)c1)n1cnc(C#N)n1,MAT-POS-a3f7f96a-4,99.5,
COC(=O)c1cc(/C=c2\sc(=C(C#N)C#N)n(-c3cccc(C(F)(F)F)c3)c2=O)oc1C,MAT-POS-a3f7f96a-5,99.5,
CC1(n2cc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)CCS(=O)(=O)C1,MAT-POS-a3f7f96a-6,24.4132571565715,
O=C(Nc1cncc2ccccc12)C1(CNCc2cnn(C3CCS(=O)(=O)C3)c2)CCOc2ccc(Cl)cc21,MAT-POS-a3f7f96a-7,11.6714685790764,
O=C1COc2ncc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2N1,MAT-POS-a3f7f96a-8,9.47085647607591,3-aminopyridine-like
COc1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OCC(N)=O,MAT-POS-a3f7f96a-9,11.5240061883109,
O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9cdc9f7f-1,0.635420325741637,piperazine-chloroacetamide
O=C(NC(c1ccccc1)c1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-f396e45b-1,0.832464051970292,piperazine-chloroacetamide
O=C(NC1CCCCC1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-7eba3d41-1,1.1425293767718,piperazine-chloroacetamide
O=C(Nc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-e5161b06-1,0.386199338907143,piperazine-chloroacetamide
O=C(Nc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-68a9aade-1,0.71635749050882,piperazine-chloroacetamide
O=C(NCc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-b3a5626f-1,0.501455069831554,piperazine-chloroacetamide
O=C(Nc1ccccn1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-0fb4364c-1,4.76821166416442,piperazine-chloroacetamide
O=C(NCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9b81d1fa-1,0.621256767083964,piperazine-chloroacetamide
O=C(NCc1ccccn1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-52f1549c-1,0.307139022559525,piperazine-chloroacetamide
O=C(NCc1ccccn1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-8aee1169-1,0.542171871466444,piperazine-chloroacetamide
O=C(NCCc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9950a804-1,1.27870293404732,piperazine-chloroacetamide
O=C(NCCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-1a622181-1,2.42800161430508,piperazine-chloroacetamide
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NC2CCCCC2)cc1,DAN-MCD-881986d8-1,4.48325730997867,piperazine-chloroacetamide
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCCc2ccccc2)cc1,DAN-MCD-34fd4f29-1,11.8338747153121,piperazine-chloroacetamide
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCc2ccccc2)cc1,DAN-MCD-1c3944e2-1,3.65206124457083,piperazine-chloroacetamide
O=C1N(c2cncc3ccccc23)CCC1(O)c1cccc(Cl)c1,MAT-POS-d8472c4f-1,2.12089351100908,3-aminopyridine-like
COC(=O)[C@H]1CC[C@@H](CNC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)O1,MAT-POS-d8472c4f-2,1.71512725254952,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)c1ccnc2cc(Cl)c(Cl)cc12,MAT-POS-d8472c4f-4,28.1092605178634,
O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1,PET-UNK-ac320b15-9,42.9867377280462,Ugi
O=C(Nc1cncc2ccccc12)[C@@H](NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1,PET-UNK-ac320b15-10,6.38632592633965,Ugi
CC(C(=O)OC1CCCN(Cc2cccc(C(F)(F)F)c2)C1=O)n1cnc(C#N)n1,UNK-CYC-68f84b31-67,9.33461317227212,
O=C(NNC(=O)c1cccc(-n2nccc2C(F)(F)F)c1)OCc1ccccc1,UNK-CYC-68f84b31-70,99.5,
N#Cc1ccc(C(=O)N2C[C@@H](F)C[C@H]2CNC(=O)C2CCCC2O)[nH]1,UNK-CYC-68f84b31-86,99.5,
O=C(CCl)N1CCCN(S(=O)(=O)c2ccc(F)cc2)CC1,BEN-DND-03406596-8,43.9987144366107,
C[C@H](C(=O)Nc1cncnc1)c1ccccc1,BEN-DND-03406596-11,99.5,3-aminopyridine-like
C[C@@H](C(=O)Nc1cncnc1)c1ccccc1,BEN-DND-03406596-12,99.5,3-aminopyridine-like
O=C(Cc1cccc(Cl)c1)Nc1cncc2cnoc12,PET-UNK-b1ef24dc-1,23.9366000986946,3-aminopyridine-like
O=C(Cc1cccc(Cl)c1)Nc1cncc2oncc12,PET-UNK-b1ef24dc-3,50.6226705048745,3-aminopyridine-like
COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,ALF-EVA-07677224-7,0.101113936146454,3-aminopyridine-like
O=C(Nc1cncc2cc(CO)ccc12)C1CCOc2ccc(Cl)cc21,ALP-POS-82da25a3-1,1.39524661083807,3-aminopyridine-like
O=C(Cc1cccc(Cl)c1)Nc1cncn2cnnc12,EDJ-MED-076d6e64-1,99.5,3-aminopyridine-like
CNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,EDJ-MED-015fb6b4-2,0.0529773415663726,Ugi
O=C(Nc1cncc2cc(F)ccc12)[C@@H]1CCS(=O)(=O)c2ccc(Cl)cc21,PET-UNK-2c6614b6-5,0.294305827565349,3-aminopyridine-like
COc1ccc2cncc(NC(=O)[C@@]3(OC)CCOc4ccc(Cl)cc43)c2c1,MAT-POS-24589f88-1,4.18405917169405,3-aminopyridine-like
CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,MAT-POS-24589f88-2,12.3210110969047,3-aminopyridine-like
CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,MAT-POS-24589f88-3,0.141382073830046,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C1(CNCc2cn(CC3CCCO3)nn2)CCOc2ccc(Cl)cc21,MAT-POS-24589f88-4,8.54030298288858,3-aminopyridine-like
Cc1nc(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)cs1,MAT-POS-24589f88-5,1.11626889815731,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C1(CNCc2c(N3CCOCC3)nc3ccccn3c2=O)CCOc2ccc(Cl)cc21,MAT-POS-24589f88-6,12.5458479346255,
CNC(=O)COc1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OC,MAT-POS-24589f88-7,11.7582471215303,
NC(=O)c1ccn(-c2ccc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)n1,MAT-POS-24589f88-8,6.40365689662449,
NS(=O)(=O)c1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F,MAT-POS-24589f88-9,1.94485628819395,
Cn1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n2ncc(C#N)c12,MAT-POS-24589f88-10,12.0942129343058,3-aminopyridine-like
O=C(NC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCC(C(=O)N2CCCC2)O1,MAT-POS-24589f88-11,2.81431339927923,Ugi
NS(=O)(=O)c1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1,MAT-POS-24589f88-12,2.43021833932267,3-aminopyridine-like
CNS(=O)(=O)c1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,MAT-POS-24589f88-13,1.72928684187168,
CN1CCN(c2cncc3ccccc23)C(=O)C1c1cccc(Cl)c1,MAT-POS-24589f88-14,2.21075598893942,3-aminopyridine-like
O=C1CN(c2ccc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2)CCN1,MAT-POS-24589f88-15,8.55137209826837,
Cn1ccc(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)n1,MAT-POS-24589f88-16,1.35010001793249,3-aminopyridine-like
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)cc1,ALP-POS-a2344586-1,2.27850420938138,
CC(C)(C)c1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)cc1,ALP-POS-a2344586-3,1.31268529156662,
CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cnccc2C(F)(F)F)C1,EDJ-MED-ee742daa-4,28.8275830417378,3-aminopyridine-like
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-dc2604c4-1,0.0663548024836759,3-aminopyridine-like
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CNC1,MAT-POS-dc2604c4-3,0.169374681943957,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCOCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-1,0.137508891146919,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-2,0.158076506007061,3-aminopyridine-like
COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-3,0.0699501365013084,3-aminopyridine-like
N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-4,0.0642674089334712,3-aminopyridine-like
CN1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,EDJ-MED-1981ceba-5,0.115650778381089,3-aminopyridine-like
O=C(Nc1cncc2ccccc12)C1CN(Cc2ncn[nH]2)Cc2ccc(Cl)cc21,EDJ-MED-fa7708b3-2,0.783520998672281,3-aminopyridine-like
